,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
225,cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,X-Large,X-Small",990,693,30% off,Westernwear-Women
226,stop,solid regular neck cotton stretch womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear-Women
227,levis,tapered fit regular length cotton womens jeans - indigo,"Size:26,28,30,32,34",1698,3799,No Discount,Westernwear-Women
228,fratini,printed viscose collar neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large",1599,799,50% off,Westernwear-Women
229,faballey,solid crepe square neck womens dress - red,"Size:Large,Medium,Small,X-Large,X-Small",1900,1520,20% off,Westernwear-Women
230,rare,floral polyester v neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",2099,944,55% off,Westernwear-Women
231,zink london,solid cotton collar neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599,959,40% off,Westernwear-Women
232,fratini,embellished viscose blend round neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear-Women
233,stop,printed regular neck cotton womens formal shirt - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large",899,449,50% off,Westernwear-Women
234,zink london,floral viscose tie up neck� womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799,1079,40% off,Westernwear-Women
235,stop,solid viscose round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",799,399,50% off,Westernwear-Women
236,van heusen,solid polyester v neck womens top - red,"Size:Medium,Small,X-Large,X-Small",1699,999,41% off,Westernwear-Women
237,zink london,printed viscose blend square neck womens dress - mustard,"Size:Large,Medium,Small,X-Large",3199,1919,40% off,Westernwear-Women
238,life,printed cotton slub round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear-Women
239,rare,printed georgette off shoulder womens blouson top - navy,"Size:Large,Medium,Small,X-Large",999,499,50% off,Westernwear-Women
240,zink london,floral polyester round neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small",1399,839,40% off,Westernwear-Women
241,life,checks cotton blend collar neck womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
242,fratini,solid cotton round neck womens t-shirt - teal,"Size:Large,Medium,Small,X-Large,XX-Large",799,399,50% off,Westernwear-Women
243,latin quarters,dyed v-neck cotton womens regular dress - maroon,"Size:S,M,L,XL,XX-Large",2499,1249,50% off,Westernwear-Women
244,life,regular fit regular length cotton lycra womens jeans - ice,"Size:26,28,30,32,34,36",1299,649,50% off,Westernwear-Women
245,life,solid cotton blend wide neck womens regular top - mid stone,"Size:Large,Medium,X-Large,X-Small",1299,649,50% off,Westernwear-Women
246,life,printed jersey round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small",599,299,50% off,Westernwear-Women
247,rare,solid polyester blend womens regular top - peach,"Size:Large,Medium,Small,X-Large",1499,674,55% off,Westernwear-Women
248,life,womens cotton lycra solid capri tights - black,"Size:28,30,32",799,399,50% off,Westernwear-Women
249,zink z,solid polyester off shoulder womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",1698,2299,No Discount,Westernwear-Women
250,cover story,solid cotton round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",2890,1734,40% off,Westernwear-Women
251,fratini,regular fit regular length cotton blend womens jeans - mid stone,"Size:26,28,30,32,34,36",1299,649,50% off,Westernwear-Women
252,fratini,solid v-neck jersey womens t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large",599,299,50% off,Westernwear-Women
253,zink z,solid cotton hood womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",1698,1799,No Discount,Westernwear-Women
254,life,skinny fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32,34,36",999,499,50% off,Westernwear-Women
255,rare,floral rayon round neck womens regular top - black,"Size:Large,Medium,Small,X-Large",1499,599,60% off,Westernwear-Women
256,infuse,floral v neck rayon womens dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Westernwear-Women
257,infuse,embroidered cotton round neck womens regular fit t-shirt - purple,"Size:Large,Medium,Small,X-Small",499,199,60% off,Westernwear-Women
258,kraus,mom fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36",1795,1615,10% off,Westernwear-Women
259,kraus,wide fit ankle length cotton womens jeans - blue,"Size:28,30,32,34,36",1695,1525,10% off,Westernwear-Women
260,allen solly,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36",1999,1599,20% off,Westernwear-Women
261,zink london,tie and dye polyester square neck womens dress - pink,"Size:X-Large,XX-Large",2499,1499,40% off,Westernwear-Women
262,latin quarters,solid polyester womens casual wear jacket - gold,"Size:S,M",2999,1499,50% off,Westernwear-Women
263,kraus,heavy wash cotton slim fit womens jeans - light blue,"Size:28,30,32,34,36",1895,1705,10% off,Westernwear-Women
264,van heusen,solid polyester round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",3499,1499,57% off,Westernwear-Women
265,zink london,floral polyester round neck womens straight top - pink,"Size:Large,Medium,Small,X-Large",1499,899,40% off,Westernwear-Women
266,and,solid round neck polyester womens straight top - black,"Size:8,10,12,14",2699,2159,20% off,Westernwear-Women
267,and,floral square neck polyester womens flared gown - sage,"Size:8,10,12,14,16",3499,2799,20% off,Westernwear-Women
268,zink london,solid sweetheart neck viscose blend womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2499,1499,40% off,Westernwear-Women
269,and,solid polyester v neck womens regular top - wine,"Size:8,10,12,14,16,18",1899,1519,20% off,Westernwear-Women
270,fratini,printed polyester v-neck womens a-line dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",1698,2299,No Discount,Westernwear-Women
271,life,embroidered viscose blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear-Women
272,stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large",799,399,50% off,Westernwear-Women
273,fratini,printed collar polyester womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",1299,649,50% off,Westernwear-Women
274,life,printed band collar polyester womens woven top - lilac,"Size:Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear-Women
275,only,solid polyester viscose round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",1299,779,40% off,Westernwear-Women
276,zink london,solid cotton square neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2599,1559,40% off,Westernwear-Women
277,zink london,floral polyester round neck womens dress - off white,"Size:Large,Medium,Small,X-Large",2999,1799,40% off,Westernwear-Women
278,zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small",1299,399,69% off,Westernwear-Women
279,fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",1999,999,50% off,Westernwear-Women
280,rare,floral polyester off shoulder womens regular top - black,"Size:Large,Medium,Small",999,499,50% off,Westernwear-Women
281,kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38",1695,847,50% off,Westernwear-Women
282,pepe,checks viscose blend round neck womens casual shirt - lime green,"Size:Large,Medium,Small,X-Large",1599,959,40% off,Westernwear-Women
283,kraus,clean look cotton wide fit womens jeans - blue,"Size:28,30,32,34,36",1595,1435,10% off,Westernwear-Women
284,zink london,solid cotton round neck womens dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3199,1919,40% off,Westernwear-Women
285,zink london,womens regular fit solid round neck t-shirt - purple,"Size:Large,Small,X-Large",1199,399,67% off,Westernwear-Women
286,and,floral linen round neck womens straight dress - pink mix,"Size:8,10,12,14,16",3899,3119,20% off,Westernwear-Women
287,stop,solid viscose regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear-Women
288,madame,stripes polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",1799,1259,30% off,Westernwear-Women
289,and,solid polyester v neck womens regular dress - peach,"Size:8,10,12,14,16,18",2299,1149,50% off,Westernwear-Women
290,zink london,solid polyester v neck womens dress - pink,"Size:Large,Medium,X-Large,XX-Large",2999,1799,40% off,Westernwear-Women
291,faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",1950,1560,20% off,Westernwear-Women
292,and,solid round neck polyester womens straight top - yellow,"Size:8,10,12,14,16,18",1699,1359,20% off,Westernwear-Women
293,rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large",1299,584,55% off,Westernwear-Women
294,and,solid collar neck linen womens straight dresses - wine,"Size:8,10,12,14,16,18",3299,2639,20% off,Westernwear-Women
295,van heusen,printed polyester round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small",1499,999,33% off,Westernwear-Women
296,life,solid viscose blend wide neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
297,zink london,textured cotton off shoulder womens dress - baby pink,"Size:Large,Medium,Small,XX-Large",3499,2099,40% off,Westernwear-Women
298,life,solid viscose wide neck womens a-line dress - orange,"Size:Large,Medium,Small,X-Large,X-Small",1499,749,50% off,Westernwear-Women
299,altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",599,299,50% off,Westernwear-Women
300,fratini,printed viscose wide neck womens regular top - light blue,"Size:Large,Medium,Small,X-Large",1199,599,50% off,Westernwear-Women
301,life,printed collar neck polyester womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear-Women
302,rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small",1299,584,55% off,Westernwear-Women
303,zink london,solid polyester blend regular fit womens pants - grey,Size:X-Large,1899,1139,40% off,Westernwear-Women
304,latin quarters,printed polyester v-neck womens regular blouse - ivory,"Size:S,M,L,XL,XX-Large",1698,1599,No Discount,Westernwear-Women
305,life,regular fit regular length denim womens jeans - ice,"Size:26,28,30,32,34,36,Medium",1699,849,50% off,Westernwear-Women
306,altlife,solid cotton full length womens joggers - black,"Size:28,30,32,34,36",999,499,50% off,Westernwear-Women
307,rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",1499,674,55% off,Westernwear-Women
308,indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Size:Large,Medium,Small,X-Large,X-Small",1300,1040,20% off,Westernwear-Women
309,fratini,printed polyester v-neck womens a-line dress - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",1899,949,50% off,Westernwear-Women
310,life,printed viscose wide neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear-Women
311,zink london,printed polyester v neck womens top - multi,"Size:Large,Medium,Small,X-Large",1499,899,40% off,Westernwear-Women
312,rare,printed rayon round neck womens flared dress - maroon,Size:Medium,2399,1079,55% off,Westernwear-Women
313,latin quarters,dyed round neck polyester womens regular knit top - pink,"Size:S,M,L,XL,X-Small",1599,799,50% off,Westernwear-Women
314,fratini,solid viscose blend round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",699,349,50% off,Westernwear-Women
315,life,skinny fit regular length cotton lycra womens jeans - indigo,"Size:26,28,30,32,34,36",1299,649,50% off,Westernwear-Women
316,zink london,checks rayon womens shift dress - green,"Size:Large,Medium,X-Large",2199,879,60% off,Westernwear-Women
317,and,floral polyester round neck womens straight top - sage,"Size:8,10,12,14,16,18",2099,1679,20% off,Westernwear-Women
318,altlife,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",1299,649,50% off,Westernwear-Women
319,life,viscose blend collar neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear-Women
320,juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",2999,1799,40% off,Westernwear-Women
321,kraus,light wash cotton skinny fit womens jeans - dark blue,"Size:28,30,32,34",1895,947,50% off,Westernwear-Women
322,zink london,printed v neck polyester womens wrap dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large",2999,1499,50% off,Westernwear-Women
323,van heusen,solid polyester v neck womens formal shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1698,1699,No Discount,Westernwear-Women
324,van heusen,solid cotton round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",1698,799,No Discount,Westernwear-Women
325,life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36",1299,649,50% off,Westernwear-Women
326,fratini,solid cotton blend round neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,XX-Large",1698,699,No Discount,Westernwear-Women
327,stop,regular fit regular length viscose blend womens treggings - black mix,"Size:28,30,32,34,36",999,499,50% off,Westernwear-Women
328,madame,pencil fit above knee cotton blend womens casual skirt - ice blue,"Size:26,28,30,32,34,36",2199,1319,40% off,Westernwear-Women
329,faballey,textured georgette square neck womens regular dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",2100,1680,20% off,Westernwear-Women
330,stop,solid polyester tailored fit womens trousers - black,"Size:28,30,32,34,36",1698,1499,No Discount,Westernwear-Women
331,zink london,womens regular fit solid round neck t-shirt - green,Size:X-Large,1199,399,67% off,Westernwear-Women
332,life,printed cotton blend hood womens sweatshirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
333,madame,solid polyester blend v neck womens dress - indigo,"Size:Large,Medium,Small,X-Large,XX-Large",2699,1889,30% off,Westernwear-Women
334,only,all over print cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
