,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
5000,adidas,stripes crew neck polyester womens t-shirt - grey,"Size:Large,Medium,Small,X-Small",1399,979,30% off,Westernwear-Women
5001,zink london,solid sleeveless polyester womens jumpsuit - black,"Size:Large,Medium,Small,X-Large",2799,2239,20% off,Westernwear-Women
5002,sera,womens printed woven fit and flare dress - coral,"Size:Large,Medium,Small,X-Large",1494,747,50% off,Westernwear-Women
5003,kraus,printed collar neck rayon womens casual shirt - peach,"Size:Large,Medium,Small,X-Small",1299,909,30% off,Westernwear-Women
5004,life,stripes cotton round neck womens regular fit t-shirt - off white,"Size:Large,Medium,Small,X-Small",499,249,50% off,Westernwear-Women
5005,sera,womens regular fit solid v neck kaftan top - black,"Size:Large,Small,X-Large",1098,439,60% off,Westernwear-Women
5006,pepe,high rise denim womens shorts - mid blue,"Size:26,28,30,32,34",2299,1379,40% off,Westernwear-Women
5007,enamor,cotton womens active wear t-shirt - royal,"Size:XL,Large,Medium,Small,XX-Large",1698,799,No Discount,Westernwear-Women
5008,faballey,stripes georgette high neck womens blouse - black,"Size:Medium,Small,X-Small",1600,1280,20% off,Westernwear-Women
5009,lovegen,skinny fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36",1999,999,50% off,Westernwear-Women
5010,emblaze,solid v-neck satin womens straight dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,4500,No Discount,Westernwear-Women
5011,only,printed cotton round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear-Women
5012,spykar,solid cotton blend mandarin womens casual wear shirt - olive,"Size:Large,Medium,Small,X-Large",1899,1329,30% off,Westernwear-Women
5013,only,checks cotton round neck womens top - pink,"Size:34,36,38,40,42",2499,1749,30% off,Westernwear-Women
5014,faballey,solid  crepe womens regular palazzo - purple,"Size:4X-Large,X-Large,XX-Large,XXX-Large",2100,1050,50% off,Westernwear-Women
5015,stop,jacquard open neck acrylic womens poncho - yellow,"Size:Large/X-Large,Small/Medium",2299,1149,50% off,Westernwear-Women
5016,zink z,solid cotton regular fit womens joggers - grey,"Size:Large,Medium,Small,X-Large,X-Small",1698,1799,No Discount,Westernwear-Women
5017,only,placement print 100% cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear-Women
5018,only,placement print regular fit cotton womens casual wear pants - grey,"Size:Large,Medium,Small,X-Large,X-Small",2999,1499,50% off,Westernwear-Women
5019,vero moda,solid v-neck cotton blend womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1799,1079,40% off,Westernwear-Women
5020,only,graphic polyester round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
5021,latin quarters,printed rayon v-neck womens regular blouse - blue,"Size:S,M,L,XL,XX-Large",1499,749,50% off,Westernwear-Women
5022,levis,super skinny regular cotton blend womens jeans - rinse,"Size:26,27,28,30,32,34",1698,2999,No Discount,Westernwear-Women
5023,faballey,polka dots off shoulder georgette womens midi dress - white,"Size:Large,Medium,Small,X-Large,X-Small",2400,1920,20% off,Westernwear-Women
5024,campus sutra,solid regular cotton womens casual wear co-ordinate - wine,"Size:Large,Medium,Small,X-Large",1698,1599,No Discount,Westernwear-Women
5025,only,printed viscose v neck womens top - pink,"Size:34,36,38,40,42",2799,1959,30% off,Westernwear-Women
5026,indya,embellished chiffon regular fit womens regular length jumpsuit - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2600,2080,20% off,Westernwear-Women
5027,dolce crudo,womens slim fit wait until black denim jeans - black,"Size:26,28,30,32,34",2399,959,60% off,Westernwear-Women
5028,gipsy,womens high neck solid top - brick,"Size:Large,Medium,Small,X-Large",1295,906,30% off,Westernwear-Women
5029,only,solid polyester v neck womens top - purple,"Size:Large,Medium,Small,X-Small",1299,779,40% off,Westernwear-Women
5030,sera,womens regular fit solid round neck blouson top - navy,"Size:Large,Medium,Small,X-Large",999,449,55% off,Westernwear-Women
5031,kraus,stripes rayon collar neck womens top - mastic white,"Size:Large,Small,X-Small",1299,1169,10% off,Westernwear-Women
5032,pepe,printed classic collar modal womens casual shirt - yellow,"Size:Large,X-Large",1799,1079,40% off,Westernwear-Women
5033,enamor,cotton blend womens lounge pants - grey,"Size:XL,Large,Medium,Small,XX-Large",949,664,30% off,Westernwear-Women
5034,vero moda,solid cotton boat neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
5035,and,solid cotton round neck womens regular dress - red,"Size:8,10,12,14",2099,1889,10% off,Westernwear-Women
5036,iti,womens lace high low top - green,"Size:Large,Medium,Small,X-Large,X-Small",1899,699,63% off,Westernwear-Women
5037,samshek,slim fit calf length polyester womens party wear skirt - blue,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1698,1490,No Discount,Westernwear-Women
5038,crimsoune club,regular mid thigh leather womens casual wear skirt - black,"Size:Large,Medium,Small,X-Large",2499,2249,10% off,Westernwear-Women
5039,vero moda,stripes shoulder strap cotton womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small",2299,1149,50% off,Westernwear-Women
5040,faballey,floral georgette high neck womens blouse - brown,"Size:Large,Medium,Small,X-Small",1500,1200,20% off,Westernwear-Women
5042,zink london,printed polyester collar neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2199,1099,50% off,Westernwear-Women
5043,kraus,clean look cotton blend skinny fit womens jeans - blue,"Size:28,30,32,34,36,38",2095,1466,30% off,Westernwear-Women
5044,sera,printed sweetheart neck polyester womens a-line dress - blue,"Size:Large,Medium,Small,X-Large",1998,999,50% off,Westernwear-Women
5045,adidas,stripes polyester fitted womens casual tights - black,"Size:Large,Medium,Small,X-Large,X-Small",3799,2659,30% off,Westernwear-Women
5046,latin quarters,printed polyester womens regular blouse - black,"Size:S,M,L,XL",1450,1015,30% off,Westernwear-Women
5047,zink london,stripes acrylic womens sweater - white,"Size:Large,Medium,X-Large",2799,1119,60% off,Westernwear-Women
5048,only,solid polyester round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
5049,rare,solid polyester sweetheart neck womens peplum top - navy,"Size:Large,Medium,Small,X-Large",1399,629,55% off,Westernwear-Women
5050,rare,solid polyester square neck womens regular fit top - red,"Size:Large,Medium,Small,X-Large",1499,599,60% off,Westernwear-Women
5051,and,floral polyester round neck women blouson top - green,"Size:8,10,12,14,16",1699,1189,30% off,Westernwear-Women
5052,zink london,polyester women regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2999,1199,60% off,Westernwear-Women
5053,kraus,regular fit knee length cotton womens casual skirt - dark blue,Size:28,1495,747,50% off,Westernwear-Women
5054,magre,solid satin cowl neck womens sheath dress - red,"Size:Small,X-Small",3890,2139,45% off,Westernwear-Women
5055,sera,printed halter neck polyester womens fit and flare dress - pink,Size:Large,1694,847,50% off,Westernwear-Women
5056,cover story,printed round neck recycle polyester womens regular dress - green,Size:X-Small,2990,2093,30% off,Westernwear-Women
5057,and,floral round neck polyester womens straight top - white,"Size:8,10,16",2299,1839,20% off,Westernwear-Women
5058,and,solid polyester round neck womens regular fit top - wine,Size:8,1899,949,50% off,Westernwear-Women
5059,kraus,solid acrylic turtle neck womens sweater - multi,"Size:Medium,X-Large",1699,849,50% off,Westernwear-Women
5060,and,solid polyester square neck womens regular gown - blue mix light,"Size:14,16",2799,1959,30% off,Westernwear-Women
5061,and,solid tie up neck polyester womens fit & flare dress - pink mix,"Size:14,16",1899,949,50% off,Westernwear-Women
5062,faballey,solid round neck lace womens a-line dress - purple,"Size:Large,Small",2650,1325,50% off,Westernwear-Women
5063,and,floral full sleeves viscose women calf length jumpsuits - blue,"Size:8,12,14",3299,2144,35% off,Westernwear-Women
5064,latin quarters,solid shawl neck polyester stretch womens casual shrug - grey,"Size:S,X-Small",1599,799,50% off,Westernwear-Women
5065,latin quarters,dyed polyester hood womens casual jacket - green,"Size:S,M,L,XL",2499,1249,50% off,Westernwear-Women
5066,zink london,printed rayon womens fit and flare dress - black,"Size:Medium,Small",2899,1159,60% off,Westernwear-Women
5067,zink london,solid hood polyester women casual jackets - rust,"Size:Large,Small",4499,1799,60% off,Westernwear-Women
5068,kraus,skinny fit ankle length cotton womens jeans - pink,"Size:28,30,32,34,36",1795,1256,30% off,Westernwear-Women
5069,zink london,checks cotton womens shift dress - navy,"Size:Large,Medium,X-Large",2299,919,60% off,Westernwear-Women
5070,enamor,cotton womens activewear t-shirt - canal,"Size:XL,Large,Medium,Small",1698,749,No Discount,Westernwear-Women
5071,only,loose fit ankle length cotton womens jeans - blue,"Size:25,26,27,28,29,30,31,32,33,34",3699,2959,20% off,Westernwear-Women
5072,is.u,womens black short sleeve shirt - black,Size:Large,1490,745,50% off,Westernwear-Women
5074,zink london,geometric polyester u neck womens top - multi,"Size:Large,Medium,Small,X-Large",1499,749,50% off,Westernwear-Women
5075,vero moda,printed polyester v neck womens  tops - blue,"Size:Large,Medium,Small,X-Large,X-Small",2599,2079,20% off,Westernwear-Women
5076,gipsy,solid cotton collared neck womens regular fit tunic - mango,Size:XXX-Large,1795,1256,30% off,Westernwear-Women
5077,spykar,regular fit regular cotton womens jeans - light blue,"Size:26,28,30,32,34",2699,1889,30% off,Westernwear-Women
5078,vero moda,solid cotton v neck womens shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",2499,1999,20% off,Westernwear-Women
5079,gipsy,womens round neck embroidered top - black,"Size:Medium,Small,XX-Large",1698,920,No Discount,Westernwear-Women
5080,zink london,solid shirt collar polyester womens coat - black,"Size:Large,Medium,Small,X-Large",5999,2399,60% off,Westernwear-Women
5081,infuse,checks viscose v-neck womens regular fit woven top - black,"Size:Large,Medium,Small,X-Large,XX-Large",999,399,60% off,Westernwear-Women
5082,gipsy,embellished boat neck polyester womens flared dress - wine,"Size:X-Large,XX-Large",1698,2995,No Discount,Westernwear-Women
5083,stop,solid regular fit viscose blend womens formal leggings - brown,"Size:28,30,32,34,36",999,499,50% off,Westernwear-Women
5084,stop,regular fit full length acrylic womens leggings - grey,"Size:Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear-Women
5085,stop,solid regular neck viscose blend womens top - blush,"Size:Large,Medium,Small,X-Large,X-Small",1499,749,50% off,Westernwear-Women
5086,latin quarters,dyed rayon shirt collar womens blouse - black,"Size:S,M,L,XL",1399,699,50% off,Westernwear-Women
5087,kraus,solid tencel collared neck womens regular fit shirt - blue,"Size:Small,X-Large",1499,749,50% off,Westernwear-Women
5088,faballey,solid crepe round neck womens regular top - purple,"Size:Large,Medium,Small,X-Large,X-Small",1400,1120,20% off,Westernwear-Women
5089,lovegen,womens round neck graphic print t-shirt - pink,"Size:Medium,Small,X-Large",999,399,60% off,Westernwear-Women
5090,global desi,checked round neck womens top - natural,"Size:Medium,Small,X-Small",1999,999,50% off,Westernwear-Women
5091,vero moda,textured polyester round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large",1799,1439,20% off,Westernwear-Women
5092,is.u,womens blue stripe button down shirt - blue,"Size:Medium,Small,X-Large",1890,661,65% off,Westernwear-Women
5093,global desi,solid sleeveless viscose womens regular jumpsuit - indigo,"Size:XL,Large,Medium,Small,X-Small",2899,2319,20% off,Westernwear-Women
5094,campus sutra,solid crepe one shoulder womens dress - yellow,"Size:Large,Medium,Small,X-Large",1698,1999,No Discount,Westernwear-Women
5095,zink z,typographic cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",1698,1299,No Discount,Westernwear-Women
5096,kraus,checks skinny rayon blend womens casual wear trousers - black,"Size:28,30,32,34,36",1595,1116,30% off,Westernwear-Women
5097,dolce crudo,womens skinny fit know your worth denim jeans - blue,"Size:26,28,30,32,34",2449,979,60% off,Westernwear-Women
5098,109f,womens round neck embroidered top - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2499,999,60% off,Westernwear-Women
5099,dolce crudo,womens buy me chocolates colour block jacket - multi,Size:X-Small,2499,749,70% off,Westernwear-Women
5101,allen solly,solid viscose regular neck womens top - off white,Size:Large,1699,1019,40% off,Westernwear-Women
5102,lovegen,womens mao collar printed bomber jacket - print,"Size:Medium,Small,X-Large",1999,599,70% off,Westernwear-Women
5103,allen solly,solid rayon womens formal wear blazer - black,"Size:Large,X-Small",3999,2399,40% off,Westernwear-Women
5104,life,womens regular fit checks casual top - blue,"Size:Small,X-Small",999,499,50% off,Westernwear-Women
5105,jealous 21,super skinny fit ankle length denim womens jeans - black,"Size:26,28,30,32,34,36",1698,2499,No Discount,Westernwear-Women
5106,life,printed cotton round neck womens regular fit t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",599,299,50% off,Westernwear-Women
5107,allen solly,prints polyester round neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear-Women
5108,forever new,flared fit calf length polyester womens casual skirt - blue,"Size:6,8,10,12,14",1698,4400,No Discount,Westernwear-Women
5109,and,solid cotton round neck womens fit and flare top - pink,"Size:6,8",1299,649,50% off,Westernwear-Women
5110,life,printed polyester blend round neck womens regular t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear-Women
5111,latin quarters,dyed shirt collar rayon womens regular dress - green,"Size:S,X-Small",2450,799,67% off,Westernwear-Women
5112,life,solid viscose womens regular fit top - mustard,"Size:Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear-Women
5113,allen solly,regular fit regular length cotton blend womens jeans - navy,Size:26,2299,1379,40% off,Westernwear-Women
5114,adidas,solid polyester round neck womens t-shirt - red,"Size:Large,Medium,Small,X-Small",1599,1119,30% off,Westernwear-Women
5115,and,solid round neck viscose womens straight top - yellow,"Size:6,8,10,12,14,16",1699,1359,20% off,Westernwear-Women
5116,vero moda,textured cotton blend round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
5117,life,checks collared neck rayon womens casual shirt - mustard,"Size:Large,Medium,Small,X-Small",699,349,50% off,Westernwear-Women
5118,spykar,regular fit cotton womens casual wear shorts - mid blue,"Size:26,28,30,32,34,36",1899,1329,30% off,Westernwear-Women
5119,life,solid polyester blend ankle length womens active wear tights - blush,"Size:28,30,32,34,36",999,499,50% off,Westernwear-Women
5120,stop,solid polyester round neck womens regular fit top - navy,"Size:Large,Small,X-Large,X-Small,XX-Large",999,499,50% off,Westernwear-Women
5121,kraus,skinny fit full length cotton blend womens jeans - light blue,Size:34,1595,797,50% off,Westernwear-Women
5122,and,solid sleeveless linen womens full length jumpsuit - black mix,"Size:8,10,12",3499,2274,35% off,Westernwear-Women
5123,only,all over print polyester v neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
5124,zink london,solid polyester tie up neck womens tiered top - red,"Size:Large,Medium",1599,499,69% off,Westernwear-Women
5125,latin quarters,dyed v-neck viscose blend womens regular blouse - peach,"Size:S,M,L,XL,XX-Large",1450,725,50% off,Westernwear-Women
5126,zink london,solid rayon blend womens regular top - navy,"Size:Large,Medium,X-Large",1599,639,60% off,Westernwear-Women
5127,zink london,printed cotton u neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2699,1619,40% off,Westernwear-Women
5128,zink london,womens off shoulder neck dot pattern top - mustard,"Size:X-Large,X-Small,XX-Large",1399,499,64% off,Westernwear-Women
5129,latin quarters,solid nylon blend womens regular dress - black,"Size:S,L",2699,1889,30% off,Westernwear-Women
5130,zink london,printed rayon collar neck womens casual wear dresses - black,"Size:Large,Medium,Small,X-Small",2299,919,60% off,Westernwear-Women
5131,fratini,solid regular neck acrylic womens cardigan - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1699,849,50% off,Westernwear-Women
5132,reebok,solid cotton round neck womens regular fit t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",1399,699,50% off,Westernwear-Women
5133,life,printed cotton blend round neck womens regular t-shirt - grey melange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399,199,50% off,Westernwear-Women
5134,cover story,solid polyester v-neck women wrap women top - blue,Size:X-Small,1990,1194,40% off,Westernwear-Women
5135,madame,printed cotton round neck womens top - white,"Size:Large,Medium,Small,X-Large",1199,839,30% off,Westernwear-Women
5136,cover story,solid linen v-neck women regular women t-shirt - green,"Size:Medium,Small,X-Small",1290,690,47% off,Westernwear-Women
5137,global desi,womens a-line applique solid casual wear trousers - off white,Size:Medium,1499,899,40% off,Westernwear-Women
5138,marie claire,regular fit above knee viscose rayon womens casual shorts - blue,"Size:28,30,32",1199,599,50% off,Westernwear-Women
5139,cover story,printed cotton blend v-neck women regular women top - yellow,"Size:Medium,X-Small",1990,1194,40% off,Westernwear-Women
5140,rare,solid regular fit polyester womens casual trousers - yellow,"Size:28,30,32,34",1999,699,65% off,Westernwear-Women
5141,marie claire,solid square neck cotton womens a-line dress - black,"Size:Large,Medium",2290,1145,50% off,Westernwear-Women
5142,faballey,floral round neck lace womens regular top - red,Size:Small,1600,800,50% off,Westernwear-Women
5143,faballey,printed round neck georgette womens a-line dress - maroon,Size:Small,2100,1050,50% off,Westernwear-Women
5144,crimsoune club,womens slim fit printed shirt - red,"Size:Large,X-Large,XXX-Large",1299,649,50% off,Westernwear-Women
5145,sera,regular fit midi length viscose womens casual skirt - navy,"Size:Medium,Small",1594,637,60% off,Westernwear-Women
5146,is.u,womens navy sleeveless frill top - navy,"Size:Large,Medium,X-Large",1890,945,50% off,Westernwear-Women
5147,is.u,womens black short sleeve t-shirt - black,"Size:Large,Medium,Small",990,297,70% off,Westernwear-Women
5148,faballey,embellished square neck georgette womens longline dress - pink,Size:X-Large,2800,1400,50% off,Westernwear-Women
5149,faballey,solid polyester blend regular fit womens flared trousers - pink,"Size:Medium,Small,X-Small",2200,1760,20% off,Westernwear-Women
5150,sera,womens regular fit printed round neck fit and flare jumpsuit - purple,Size:Small,1294,517,60% off,Westernwear-Women
5151,latin quarters,solid acrylic round neck womens sweater - peach,"Size:S,M,L",2299,1609,30% off,Westernwear-Women
5152,iti,womens solid sleeveless boat neck fit and flare maxi dress - blue,"Size:Medium,X-Small",1698,2999,No Discount,Westernwear-Women
5153,zink z,textured polyester cotton tie up neck� womens dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",1698,2799,No Discount,Westernwear-Women
5154,life,solid cotton square neck womens regular fit top - red,"Size:Large,Medium,Small,X-Large,X-Small",699,349,50% off,Westernwear-Women
5155,sera,solid round neck polyester womens regular dress - orange,"Size:Medium,Small,X-Large",2498,999,60% off,Westernwear-Women
5156,enamor,solid cotton lycra relaxed fit womens athleisure t-shirt - green,"Size:XL,Large,Medium,Small,XX-Large",1698,899,No Discount,Westernwear-Women
5157,vero moda,printed boat neck viscose womens top - lemon,"Size:Large,Medium,Small,X-Large,X-Small",1799,1439,20% off,Westernwear-Women
5158,life,printed cotton round neck womens regular t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399,199,50% off,Westernwear-Women
5159,and,stripes cotton square neck womens top - blue,"Size:8,10,12,14,16,18",1698,2299,No Discount,Westernwear-Women
5160,latin quarters,printed polyester womens regular blouse - ivory,"Size:S,M,L,XL,X-Small",1499,1049,30% off,Westernwear-Women
5162,kraus,solid tencel collar neck womens casual shirt - lilac,"Size:Large,Medium,Small,X-Small",1299,1169,10% off,Westernwear-Women
5163,levis,tapered fit regular cotton polyester lycra womens jeans - black,"Size:26,28,30,32,34",1698,3399,No Discount,Westernwear-Women
5164,only,solid viscose square neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small",2299,1609,30% off,Westernwear-Women
5165,altlife,printed cotton regular neck womens t-shirt - aqua,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",499,249,50% off,Westernwear-Women
5166,faballey,embellished round neck crepe womens regular dress - black,"Size:Large,Medium,Small",2200,1100,50% off,Westernwear-Women
5167,sera,floral sweetheart neck rayon blend womens a-line dress - brown,"Size:Large,Medium,Small,X-Large",1998,799,60% off,Westernwear-Women
5168,van heusen,womens collared dot pattern shirt - dark blue,Size:X-Small,1698,1499,No Discount,Westernwear-Women
5170,gipsy,printed georgette round neck womens regular fit top - green,"Size:Medium,Small",1795,718,60% off,Westernwear-Women
5171,spykar,checks viscose blend mandarin womens casual wear shirt - red,"Size:Large,Medium,Small,X-Large",1899,1329,30% off,Westernwear-Women
5172,crimsoune club,graphic round neck cotton blend womens sweatshirt - navy,"Size:Large,Medium,Small,X-Large",1699,849,50% off,Westernwear-Women
5173,vero moda,solid polyester round neck womens dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",2799,2239,20% off,Westernwear-Women
5174,latin quarters,printed v-neck polyester womens regular fit dress - ivory,"Size:S,M,L,XL,XX-Large",2799,1399,50% off,Westernwear-Women
5175,faballey,textured poly lycra one shoulder womens regular dress - silver,"Size:Large,Medium,Small,X-Large",2800,2240,20% off,Westernwear-Women
5176,proline,cotton regular fit womens track pants - blue,"Size:Large,Medium,Small,X-Large",1399,979,30% off,Westernwear-Women
5177,fratini,solid polyester regular fit womens joggers - peach,"Size:26,28,30,32,34,36",1199,599,50% off,Westernwear-Women
5178,global desi,printed three quarter sleeves viscose womens regular jumpsuit - black,"Size:XL,Medium,Small,X-Small",2999,1949,35% off,Westernwear-Women
5179,vero moda,solid lyocell v neck womens  shirts - yellow,"Size:Large,Medium,Small,X-Large,X-Small",2699,2159,20% off,Westernwear-Women
5180,vero moda,printed cotton round neck womens  t-shirts - orange,"Size:Large,Medium,Small,X-Large,X-Small",1799,1259,30% off,Westernwear-Women
5181,vero moda,solid round neck viscose womens midi dress - green,"Size:Large,Medium,Small,X-Large,X-Small",2999,1799,40% off,Westernwear-Women
5182,adidas,solid tight fit polyester womens tights - black,"Size:Large,Medium,X-Large,X-Small",3299,1649,50% off,Westernwear-Women
5183,109f,womens mandarin collar solid eyelet skater dress - green,"Size:X-Large,XX-Large",3499,1399,60% off,Westernwear-Women
5184,life,printed viscose v neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear-Women
5185,dolce crudo,womens regular fit highrise dip dye bony jeans light blue - light blue,"Size:28,30,32,34",2399,959,60% off,Westernwear-Women
5186,life,printed polyester round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",999,499,50% off,Westernwear-Women
5187,and,solid polyester collar neck womens straight top - yellow,"Size:8,10,12,14,16,18",1099,879,20% off,Westernwear-Women
5188,life,stripes cotton round neck womens regular t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small",499,249,50% off,Westernwear-Women
5189,enamor,cotton blend womens active wear track pants - navy,"Size:XL,Large,Medium,Small,XX-Large",1049,734,30% off,Westernwear-Women
5190,global desi,viscose round neck women's top - blue,"Size:XL,Large,Medium,Small,X-Small",1799,899,50% off,Westernwear-Women
5191,zink london,printed polyester high neck womens straight fit top - black,"Size:Large,Medium,Small,X-Small",1599,639,60% off,Westernwear-Women
5192,kraus,skinny fit ankle length cotton blend womens jeggings - grey,"Size:28,30,32,34,36,38",1495,1046,30% off,Westernwear-Women
5193,altlife,regular fit thigh length cotton womens active wear shorts - black,"Size:28,30,32,34,36",1698,499,No Discount,Westernwear-Women
5194,marie claire,regular fit midi length polyester womens casual skirt - mustard,"Size:26,28,30,32",1799,899,50% off,Westernwear-Women
5195,dolce crudo,womens vintage acidic glaze skinny jeggings - light blue,Size:26,2199,879,60% off,Westernwear-Women
5196,faballey,solid v neck polyester blend womens regular dresses - black,Size:Small,2500,1250,50% off,Westernwear-Women
5197,pepe,statement melange jersey crew neck womens t-shirt - blue,"Size:Small,X-Large",999,599,40% off,Westernwear-Women
5198,faballey,floral halter neck georgette womens a-line dress - white,Size:X-Large,2600,1300,50% off,Westernwear-Women
5199,zink london,solid high neck acrylic womens sweater - off white,Size:X-Large,3499,1399,60% off,Westernwear-Women
5200,and,solid collar neck polyester women shift dress - pink,"Size:8,12",2899,1449,50% off,Westernwear-Women
5201,enamor,womens hooded neck slub sweatshirt - blue melange,Size:XL,1599,1119,30% off,Westernwear-Women
5202,109f,womens off shoulder solid shift dress - blue,"Size:Small,X-Small",1799,539,70% off,Westernwear-Women
5203,dolce crudo,womens dancing on my own denim dungaree - blue,"Size:26,28,30,32,34",2799,1259,55% off,Westernwear-Women
5204,sera,womens regular fit printed trousers - yellow,"Size:Large,Medium,Small,X-Large",1494,597,60% off,Westernwear-Women
5205,and,solid rayon shirt collar womens woven top - lemon,"Size:8,14,16",1699,849,50% off,Westernwear-Women
5206,vero moda,checks round neck viscose womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",3299,1649,50% off,Westernwear-Women
5207,dolce crudo,womens regular fit cloudnine skinny fit jeans white - white,"Size:26,28,30,32,34",2499,999,60% off,Westernwear-Women
5208,w,printed sleeveless viscose womens full length jumpsuit - orange,"Size:6,8,10,12,14,16,18",1698,3799,No Discount,Westernwear-Women
5209,spykar,regular fit regular cotton lycra womens jeans - dark blue,"Size:26,28,30,32,34",2599,1819,30% off,Westernwear-Women
5210,only,all over print cotton regular fit womens shorts - white,"Size:Large,Medium,Small,X-Small",1999,1399,30% off,Westernwear-Women
5211,vero moda,solid round neck viscose womens knits knit top - blue,"Size:Large,Medium,Small,X-Large,X-Small",2299,1839,20% off,Westernwear-Women
5212,life,printed cotton round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear-Women
5213,dolce crudo,womens rule of joy denim joggers - blue,"Size:26,28,30,32",2449,1224,50% off,Westernwear-Women
5214,van heusen,printed polyester round neck womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small",1698,1699,No Discount,Westernwear-Women
5215,faballey,floral georgette off shoulder womens midi dress - black,"Size:Large,Medium,Small,X-Large,X-Small",2400,1920,20% off,Westernwear-Women
5216,magre,solid polyester blend regular fit womens casual pants - black,"Size:Large,Medium",2390,1434,40% off,Westernwear-Women
5217,only,solid skinny fit viscose womens casual wear pants - black,"Size:Large,Medium,Small,X-Large,X-Small",2699,2159,20% off,Westernwear-Women
5218,crimsoune club,womens grey printed top - grey,"Size:Large,Medium,Small,X-Large,XX-Large",1599,959,40% off,Westernwear-Women
5219,ira soleil,solid dupion round neck womens casual jacket - wine,"Size:Large,Medium,Small,X-Large",1698,1998,No Discount,Westernwear-Women
5220,zink london,solid v neck polyester womens casual jackets - black,"Size:Large,Medium,X-Large",1899,759,60% off,Westernwear-Women
5221,and,solid cotton round neck womens dress - sage,"Size:8,10,12,14,16",1698,2499,No Discount,Westernwear-Women
5222,iti,womens olive grommet maxi - green,"Size:Large,Medium,Small",1698,2699,No Discount,Westernwear-Women
5223,enamor,graphic cotton lycra relaxed fit womens athleisure t-shirt - violet,"Size:XL,Large,Medium,Small,XX-Large",1698,899,No Discount,Westernwear-Women
5224,vero moda,solid viscose nylon regular fit womens casual pants - green,"Size:Large,Medium,Small,X-Large,X-Small",1698,1999,No Discount,Westernwear-Women
5225,vero moda,solid polyester round neck womens top - blue,"Size:Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear-Women
5226,spykar,solid cotton spread collar womens casual wear shirt - navy,"Size:Large,Medium,Small,X-Large",2299,1609,30% off,Westernwear-Women
5227,zink london,solid polyester womens a-line dress - blue,Size:X-Small,2699,1079,60% off,Westernwear-Women
5228,cover story,solid polyester round neck womens casual jacket - lilac,"Size:Medium,Small",4990,3493,30% off,Westernwear-Women
